CustomerKey,CustomerID,CustomerName,Segment,Country,EffectiveDate,ExpiryDate,IsCurrent
2796,CUST002040,Summit Foods Inc,Mid-Market,United Kingdom,3/13/2020,11/21/2020,FALSE
2797,CUST002040,Summit Foods Inc,Enterprise,Australia,11/22/2020,12/31/9999,TRUE
2798,CUST002041,Cascade Manufacturing Corp,Enterprise,India,10/18/2018,11/28/2019,FALSE
2799,CUST002041,Cascade Manufacturing Corp,SMB,India,11/29/2019,12/31/9999,TRUE
2800,CUST002042,Cascade Systems Ltd,SMB,United States,12/14/2018,12/31/9999,TRUE
2801,CUST002043,Summit Retail Co,Startup,Italy,6/3/2018,12/31/9999,TRUE
2802,CUST002044,Jessica Costa,Consumer,Australia,7/23/2022,11/11/2023,FALSE
2803,CUST002044,Jessica Costa,Education,Japan,11/12/2023,12/31/9999,TRUE
2804,CUST002045,Atlas Motors LLC,Mid-Market,Mexico,2/25/2018,12/31/9999,TRUE
2805,CUST002046,Sterling Financial Group,SMB,Germany,7/28/2022,12/31/9999,TRUE
2806,CUST002047,Quantum Robotics Ltd,Enterprise,Japan,3/18/2018,12/31/9999,TRUE
2807,CUST002048,Summit Energy Holdings,Education,Japan,4/19/2019,10/30/2020,FALSE
2808,CUST002048,Summit Energy Holdings,Education,Japan,10/31/2020,12/31/9999,TRUE
2809,CUST002049,Quantum Pharma Group,Enterprise,Germany,11/26/2018,12/31/9999,TRUE
2810,CUST002050,Evergreen Analytics Ltd,Startup,China,5/14/2020,12/31/9999,TRUE
2811,CUST002051,Meridian Manufacturing PLC,Education,Brazil,6/3/2018,12/31/9999,TRUE
2812,CUST002052,Patricia Smith,Consumer,Brazil,8/4/2022,12/31/9999,TRUE
2813,CUST002053,Horizon Manufacturing Holdings,SMB,Italy,4/4/2018,12/31/9999,TRUE
2814,CUST002054,William Martinez,Consumer,Italy,8/10/2019,12/31/9999,TRUE
2815,CUST002055,Summit Consulting Co,Education,Brazil,1/6/2021,12/31/9999,TRUE
2816,CUST002056,Nova Foods Group,Startup,China,3/15/2021,12/31/9999,TRUE
2817,CUST002057,Redwood Textiles Group,Mid-Market,Canada,5/5/2021,12/31/9999,TRUE
2818,CUST002058,Evergreen Media Ltd,Enterprise,Germany,12/7/2018,12/31/9999,TRUE
2819,CUST002059,Prime Motors PLC,SMB,Argentina,6/20/2019,12/31/9999,TRUE
2820,CUST002060,Prime Textiles PLC,Mid-Market,Chile,1/14/2022,5/29/2024,FALSE
2821,CUST002060,Prime Textiles PLC,Mid-Market,Chile,5/30/2024,12/31/9999,TRUE
2822,CUST002061,Cascade Media Ltd,Startup,France,6/25/2020,12/31/9999,TRUE
2823,CUST002062,Pacific Retail Co,Mid-Market,United States,3/16/2022,12/31/9999,TRUE
2824,CUST002063,Onyx Financial LLC,Mid-Market,Japan,7/9/2021,12/31/9999,TRUE
2825,CUST002064,Global Foods Ltd,Education,Japan,12/16/2018,12/31/9999,TRUE
2826,CUST002065,Halcyon Energy Holdings,Startup,Japan,7/28/2019,12/31/9999,TRUE
2827,CUST002066,Onyx Retail Ltd,Enterprise,Chile,8/7/2019,12/31/9999,TRUE
2828,CUST002067,Horizon Industries Holdings,Education,Spain,3/21/2019,12/31/9999,TRUE
2829,CUST002068,Sterling Dynamics LLC,Mid-Market,Mexico,11/16/2020,7/24/2022,FALSE
2830,CUST002068,Sterling Dynamics LLC,Mid-Market,Mexico,7/25/2022,12/31/9999,TRUE
2831,CUST002069,Cobalt Analytics Inc,Enterprise,India,6/4/2022,12/31/9999,TRUE
2832,CUST002070,Pacific Motors PLC,SMB,Italy,2/27/2019,12/31/9999,TRUE
2833,CUST002071,Aisha Smith,Consumer,Spain,3/1/2019,12/31/9999,TRUE
2834,CUST002072,Cobalt Health Inc,Mid-Market,United Kingdom,3/22/2020,10/29/2021,FALSE
2835,CUST002072,Cobalt Health Inc,Education,Singapore,10/30/2021,11/7/2023,FALSE
2836,CUST002072,Cobalt Health Inc,Enterprise,Singapore,11/8/2023,12/31/9999,TRUE
2837,CUST002073,Global Networks LLC,Education,China,1/11/2021,6/10/2023,FALSE
2838,CUST002073,Global Networks LLC,Enterprise,Spain,6/11/2023,7/7/2024,FALSE
2839,CUST002073,Global Networks LLC,Education,Spain,7/8/2024,12/31/9999,TRUE
2840,CUST002074,Pacific Media Ltd,SMB,United Kingdom,3/19/2021,6/26/2022,FALSE
2841,CUST002074,Pacific Media Ltd,SMB,United Kingdom,6/27/2022,12/31/9999,TRUE
2842,CUST002075,Redwood Retail Ltd,Mid-Market,Canada,5/2/2020,4/6/2021,FALSE
2843,CUST002075,Redwood Retail Ltd,Mid-Market,Canada,4/7/2021,12/31/9999,TRUE
2844,CUST002076,Redwood Foods LLC,Startup,Italy,3/15/2019,8/27/2021,FALSE
2845,CUST002076,Redwood Foods LLC,Education,Italy,8/28/2021,12/31/9999,TRUE
2846,CUST002077,Summit Analytics LLC,Startup,China,5/25/2018,12/31/9999,TRUE
2847,CUST002078,Cobalt Logistics Corp,Startup,Singapore,7/21/2021,12/21/2022,FALSE
2848,CUST002078,Cobalt Logistics Corp,Startup,Singapore,12/22/2022,12/31/9999,TRUE
2849,CUST002079,Redwood Consulting Co,Mid-Market,Spain,10/24/2020,12/31/9999,TRUE
2850,CUST002080,Onyx Pharma Inc,Government,Brazil,9/14/2022,1/14/2024,FALSE
2851,CUST002080,Onyx Pharma Inc,Government,Brazil,1/15/2024,12/31/9999,TRUE
2852,CUST002081,Barbara Wang,Consumer,Singapore,3/2/2018,3/8/2020,FALSE
2853,CUST002081,Barbara Wang,Government,Singapore,3/9/2020,12/31/9999,TRUE
2854,CUST002082,Nova Software Inc,Startup,France,6/25/2018,12/31/9999,TRUE
2855,CUST002083,Atlas Solutions Inc,Education,Netherlands,1/19/2022,12/31/9999,TRUE
2856,CUST002084,Nova Analytics Co,Mid-Market,Spain,1/6/2019,12/31/9999,TRUE
2857,CUST002085,Meridian Systems Inc,Mid-Market,Germany,6/28/2020,2/22/2021,FALSE
2858,CUST002085,Meridian Systems Inc,Government,Japan,2/23/2021,12/31/9999,TRUE
2859,CUST002086,Quantum Logistics Ltd,SMB,China,9/10/2022,12/31/9999,TRUE
2860,CUST002087,Prime Software Ltd,Government,Italy,5/28/2019,12/31/9999,TRUE
2861,CUST002088,Horizon Analytics PLC,Mid-Market,Germany,1/12/2022,12/31/9999,TRUE
2862,CUST002089,Redwood Solutions LLC,Startup,Germany,5/3/2020,4/12/2021,FALSE
2863,CUST002089,Redwood Solutions LLC,Startup,Japan,4/13/2021,12/31/9999,TRUE
2864,CUST002090,Halcyon Media Co,Education,Germany,3/8/2018,1/24/2020,FALSE
2865,CUST002090,Halcyon Media Co,Enterprise,Germany,1/25/2020,6/3/2021,FALSE
2866,CUST002090,Halcyon Media Co,SMB,United States,6/4/2021,12/31/9999,TRUE
2867,CUST002091,Jennifer Novak,Consumer,Netherlands,4/15/2022,12/31/9999,TRUE
2868,CUST002092,Halcyon Dynamics Corp,SMB,France,12/8/2018,12/31/9999,TRUE
2869,CUST002093,Sterling Pharma Ltd,Enterprise,China,5/16/2021,12/31/9999,TRUE
2870,CUST002094,Vertex Textiles PLC,SMB,Netherlands,12/1/2019,12/31/9999,TRUE
2871,CUST002095,Cobalt Dynamics Holdings,Startup,Italy,10/6/2022,12/31/9999,TRUE
2872,CUST002096,Redwood Manufacturing Co,Government,Germany,3/23/2019,12/31/9999,TRUE
2873,CUST002097,Summit Pharma Ltd,Enterprise,Japan,2/9/2020,12/31/9999,TRUE
2874,CUST002098,Vertex Dynamics LLC,Mid-Market,India,9/28/2018,12/31/9999,TRUE
2875,CUST002099,Jessica Reyes,Consumer,Brazil,8/20/2020,12/31/9999,TRUE
2876,CUST002100,Meridian Manufacturing Corp,Mid-Market,Germany,9/8/2022,11/21/2023,FALSE
2877,CUST002100,Meridian Manufacturing Corp,Mid-Market,Germany,11/22/2023,5/6/2026,FALSE
2878,CUST002100,Meridian Manufacturing Corp,Mid-Market,Germany,5/7/2026,12/31/9999,TRUE
2879,CUST002101,Nova Retail Group,Startup,Argentina,8/21/2021,12/31/9999,TRUE
2880,CUST002102,Ingrid Sato,Consumer,Spain,3/19/2019,5/9/2021,FALSE
2881,CUST002102,Ingrid Sato,Consumer,Spain,5/10/2021,2/10/2022,FALSE
2882,CUST002102,Ingrid Sato,Startup,Spain,2/11/2022,12/31/9999,TRUE
2883,CUST002103,Quantum Energy Group,Mid-Market,Singapore,6/21/2022,12/31/9999,TRUE
2884,CUST002104,Meridian Textiles Ltd,Startup,France,12/14/2020,10/13/2022,FALSE
2885,CUST002104,Meridian Textiles Ltd,Education,Chile,10/14/2022,1/8/2024,FALSE
2886,CUST002104,Meridian Textiles Ltd,Mid-Market,Chile,1/9/2024,12/31/9999,TRUE
2887,CUST002105,Nova Pharma Group,Education,Spain,12/12/2020,8/30/2021,FALSE
2888,CUST002105,Nova Pharma Group,Education,France,8/31/2021,12/31/9999,TRUE
2889,CUST002106,Nova Pharma Inc,Mid-Market,United Kingdom,12/26/2020,12/31/9999,TRUE
2890,CUST002107,Horizon Analytics Group,Government,Brazil,4/19/2021,12/31/9999,TRUE
2891,CUST002108,Pacific Analytics Inc,Education,Mexico,3/8/2019,6/9/2020,FALSE
2892,CUST002108,Pacific Analytics Inc,Startup,Mexico,6/10/2020,12/31/9999,TRUE
2893,CUST002109,Global Retail PLC,Startup,China,1/5/2021,12/31/9999,TRUE
2894,CUST002110,Richard Smith,Consumer,Netherlands,1/19/2020,7/20/2021,FALSE
2895,CUST002110,Richard Smith,Mid-Market,India,7/21/2021,12/31/9999,TRUE
2896,CUST002111,Apex Retail Ltd,Government,Mexico,10/8/2018,12/31/9999,TRUE
2897,CUST002112,Meridian Networks Corp,Mid-Market,Germany,2/3/2021,12/31/9999,TRUE
2898,CUST002113,Northern Media Inc,Startup,Canada,9/5/2018,12/31/9999,TRUE
2899,CUST002114,Jessica Haddad,Consumer,Canada,7/4/2020,12/31/9999,TRUE
2900,CUST002115,Cobalt Logistics Holdings,Government,Singapore,5/7/2021,4/24/2023,FALSE
2901,CUST002115,Cobalt Logistics Holdings,Government,United States,4/25/2023,12/31/9999,TRUE
2902,CUST002116,Quantum Solutions Holdings,Startup,France,2/15/2021,12/31/9999,TRUE
2903,CUST002117,Cobalt Industries Ltd,Education,United Kingdom,7/4/2019,12/31/9999,TRUE
2904,CUST002118,Halcyon Manufacturing Group,Enterprise,Mexico,3/7/2020,12/12/2020,FALSE
2905,CUST002118,Halcyon Manufacturing Group,SMB,Mexico,12/13/2020,3/31/2022,FALSE
2906,CUST002118,Halcyon Manufacturing Group,Government,France,4/1/2022,12/31/9999,TRUE
2907,CUST002119,Jessica Haddad,Consumer,China,7/25/2021,12/31/9999,TRUE
2908,CUST002120,Cobalt Networks Group,Enterprise,India,5/14/2018,12/31/9999,TRUE
2909,CUST002121,Summit Robotics Co,Education,Japan,8/1/2022,12/31/9999,TRUE
2910,CUST002122,Sterling Software Ltd,Enterprise,France,1/6/2019,12/31/9999,TRUE
2911,CUST002123,Redwood Solutions Holdings,SMB,India,2/25/2020,12/31/9999,TRUE
2912,CUST002124,Jennifer Davis,Consumer,Netherlands,4/17/2020,12/31/9999,TRUE
2913,CUST002125,Horizon Health Group,Education,Brazil,3/12/2018,12/31/9999,TRUE
2914,CUST002126,Atlas Motors Co,Education,Italy,7/18/2019,12/31/9999,TRUE
2915,CUST002127,Apex Manufacturing Holdings,Startup,France,12/23/2021,12/31/9999,TRUE
2916,CUST002128,Summit Retail Inc,SMB,Japan,11/11/2020,12/31/9999,TRUE
2917,CUST002129,Hans Rodriguez,Consumer,France,4/11/2020,12/31/9999,TRUE
2918,CUST002130,Onyx Software Inc,Education,Canada,8/18/2019,12/31/9999,TRUE
2919,CUST002131,Pacific Financial Inc,Enterprise,India,12/4/2021,12/31/9999,TRUE
2920,CUST002132,Northern Energy Group,SMB,Netherlands,7/24/2018,12/31/9999,TRUE
2921,CUST002133,Robert Silva,Consumer,Brazil,7/9/2020,3/4/2022,FALSE
2922,CUST002133,Robert Silva,Consumer,China,3/5/2022,12/31/9999,TRUE
2923,CUST002134,Northern Media LLC,Education,Australia,9/12/2018,12/31/9999,TRUE
2924,CUST002135,Cascade Software Inc,Education,Canada,12/6/2021,12/31/9999,TRUE
2925,CUST002136,Pioneer Retail Group,Startup,Japan,11/27/2021,12/31/9999,TRUE
2926,CUST002137,Redwood Media Inc,Education,India,7/25/2020,4/3/2022,FALSE
2927,CUST002137,Redwood Media Inc,Enterprise,Italy,4/4/2022,12/28/2023,FALSE
2928,CUST002137,Redwood Media Inc,Consumer,Italy,12/29/2023,12/31/9999,TRUE
2929,CUST002138,Prime Retail PLC,Mid-Market,Argentina,1/27/2019,12/31/9999,TRUE
2930,CUST002139,Jessica Andersen,Consumer,United Kingdom,3/24/2019,12/31/9999,TRUE
2931,CUST002140,Cobalt Financial Holdings,Mid-Market,Netherlands,1/25/2022,12/29/2023,FALSE
2932,CUST002140,Cobalt Financial Holdings,Government,Netherlands,12/30/2023,12/31/9999,TRUE
2933,CUST002141,Prime Textiles Co,SMB,Canada,10/14/2019,12/31/9999,TRUE
2934,CUST002142,Atlas Analytics Holdings,Mid-Market,China,11/11/2020,12/31/9999,TRUE
2935,CUST002143,Global Consulting Corp,Education,Germany,1/9/2021,5/1/2023,FALSE
2936,CUST002143,Global Consulting Corp,Education,Germany,5/2/2023,12/31/9999,TRUE
2937,CUST002144,Summit Motors PLC,Government,Brazil,4/6/2021,12/31/9999,TRUE
2938,CUST002145,Apex Systems PLC,Education,France,8/7/2018,12/31/9999,TRUE
2939,CUST002146,Onyx Health Corp,Education,Chile,11/19/2018,11/16/2020,FALSE
2940,CUST002146,Onyx Health Corp,Education,Chile,11/17/2020,12/31/9999,TRUE
2941,CUST002147,Vertex Financial Co,Startup,Spain,8/3/2019,5/11/2021,FALSE
2942,CUST002147,Vertex Financial Co,Startup,Spain,5/12/2021,12/31/9999,TRUE
2943,CUST002148,Cobalt Consulting Group,Startup,France,3/1/2020,12/31/9999,TRUE
2944,CUST002149,Onyx Motors Ltd,Mid-Market,Mexico,6/10/2019,12/31/9999,TRUE
2945,CUST002150,Halcyon Retail LLC,Government,India,10/14/2022,12/31/9999,TRUE
2946,CUST002151,James Patel,Consumer,France,9/15/2020,12/31/9999,TRUE
2947,CUST002152,Global Pharma Group,Mid-Market,Chile,4/18/2020,12/31/9999,TRUE
2948,CUST002153,Pacific Solutions Inc,Startup,Germany,8/24/2018,8/23/2020,FALSE
2949,CUST002153,Pacific Solutions Inc,Consumer,Germany,8/24/2020,12/31/9999,TRUE
2950,CUST002154,Horizon Media Group,Enterprise,Italy,11/17/2020,12/31/9999,TRUE
2951,CUST002155,Apex Dynamics PLC,Startup,Netherlands,12/22/2022,11/11/2023,FALSE
2952,CUST002155,Apex Dynamics PLC,Startup,Netherlands,11/12/2023,12/31/9999,TRUE
2953,CUST002156,Quantum Retail Ltd,Enterprise,Brazil,8/2/2018,10/2/2020,FALSE
2954,CUST002156,Quantum Retail Ltd,Enterprise,Brazil,10/3/2020,12/31/9999,TRUE
2955,CUST002157,Apex Energy Inc,SMB,Spain,1/17/2022,12/31/9999,TRUE
2956,CUST002158,Summit Energy Corp,Government,China,10/14/2019,12/31/9999,TRUE
2957,CUST002159,Nova Consulting Group,Startup,Chile,11/28/2018,12/31/9999,TRUE
2958,CUST002160,Evergreen Industries Co,Enterprise,France,11/9/2021,12/31/9999,TRUE
2959,CUST002161,Summit Financial Inc,Enterprise,Singapore,12/20/2018,7/15/2020,FALSE
2960,CUST002161,Summit Financial Inc,Enterprise,Argentina,7/16/2020,3/2/2022,FALSE
2961,CUST002161,Summit Financial Inc,Enterprise,Argentina,3/3/2022,12/31/9999,TRUE
2962,CUST002162,Vertex Retail Ltd,Startup,United Kingdom,7/7/2019,12/31/9999,TRUE
2963,CUST002163,Pacific Manufacturing Group,Government,Spain,7/21/2022,12/31/9999,TRUE
2964,CUST002164,Nova Manufacturing Co,Government,Chile,1/3/2021,12/31/9999,TRUE
2965,CUST002165,Global Consulting Corp,Mid-Market,India,4/14/2020,12/31/9999,TRUE
2966,CUST002166,Global Health LLC,Startup,Germany,6/8/2021,12/13/2021,FALSE
2967,CUST002166,Global Health LLC,SMB,Germany,12/14/2021,7/30/2023,FALSE
2968,CUST002166,Global Health LLC,SMB,Germany,7/31/2023,12/31/9999,TRUE
2969,CUST002167,Northern Software PLC,Enterprise,Brazil,4/13/2020,12/31/9999,TRUE
2970,CUST002168,Vertex Consulting Inc,SMB,Australia,5/17/2021,12/31/9999,TRUE
2971,CUST002169,Summit Motors Holdings,Education,Australia,11/1/2020,1/2/2022,FALSE
2972,CUST002169,Summit Motors Holdings,Education,Australia,1/3/2022,12/31/9999,TRUE
2973,CUST002170,Cascade Motors Corp,SMB,United Kingdom,8/16/2022,12/31/9999,TRUE
2974,CUST002171,Cascade Pharma Group,Mid-Market,China,3/8/2019,12/31/9999,TRUE
2975,CUST002172,Mary Patel,Consumer,China,10/17/2022,6/4/2024,FALSE
2976,CUST002172,Mary Patel,Enterprise,India,6/5/2024,12/31/9999,TRUE
2977,CUST002173,Sterling Analytics Corp,Startup,Canada,10/17/2019,5/14/2021,FALSE
2978,CUST002173,Sterling Analytics Corp,Consumer,Canada,5/15/2021,3/21/2022,FALSE
2979,CUST002173,Sterling Analytics Corp,Consumer,Brazil,3/22/2022,12/31/9999,TRUE
2980,CUST002174,Onyx Financial Corp,Startup,Spain,10/19/2021,12/22/2023,FALSE
2981,CUST002174,Onyx Financial Corp,Startup,Italy,12/23/2023,12/31/9999,TRUE
2982,CUST002175,Quantum Motors Holdings,Mid-Market,China,12/16/2021,12/31/9999,TRUE
2983,CUST002176,Wei Garcia,Consumer,Australia,1/10/2021,11/9/2021,FALSE
2984,CUST002176,Wei Garcia,Startup,Chile,11/10/2021,12/31/9999,TRUE
2985,CUST002177,Pacific Software Ltd,Education,United Kingdom,9/24/2022,12/31/9999,TRUE
2986,CUST002178,Halcyon Systems Corp,Mid-Market,Germany,1/3/2018,12/31/9999,TRUE
2987,CUST002179,Atlas Logistics Holdings,SMB,China,12/24/2022,12/31/9999,TRUE
2988,CUST002180,Atlas Solutions Inc,Enterprise,India,2/7/2022,6/8/2023,FALSE
2989,CUST002180,Atlas Solutions Inc,Mid-Market,India,6/9/2023,12/31/9999,TRUE
2990,CUST002181,Sterling Foods Corp,Startup,Argentina,10/18/2022,12/31/9999,TRUE
2991,CUST002182,Priya Lee,Consumer,China,5/1/2019,12/31/9999,TRUE
2992,CUST002183,Halcyon Industries Inc,SMB,Chile,4/1/2020,12/31/9999,TRUE
2993,CUST002184,Sterling Financial PLC,Startup,United Kingdom,9/20/2020,12/31/9999,TRUE
2994,CUST002185,John Reyes,Consumer,Canada,7/18/2020,12/31/9999,TRUE
2995,CUST002186,Global Systems Holdings,Mid-Market,Australia,8/20/2018,12/31/9999,TRUE
2996,CUST002187,Susan Brown,Consumer,Chile,8/5/2020,12/31/9999,TRUE
2997,CUST002188,Atlas Retail Group,Education,Italy,8/9/2020,6/7/2021,FALSE
2998,CUST002188,Atlas Retail Group,Education,Mexico,6/8/2021,12/31/9999,TRUE
2999,CUST002189,Prime Robotics Co,Government,China,8/16/2018,12/31/9999,TRUE
3000,CUST002190,Michael Okafor,Consumer,France,1/8/2020,12/31/9999,TRUE
3001,CUST002191,Robert Wang,Consumer,France,12/11/2019,3/5/2022,FALSE
3002,CUST002191,Robert Wang,Consumer,France,3/6/2022,11/12/2022,FALSE
3003,CUST002191,Robert Wang,Startup,France,11/13/2022,12/31/9999,TRUE
3004,CUST002192,Evergreen Logistics Ltd,Mid-Market,India,5/9/2020,2/6/2022,FALSE
3005,CUST002192,Evergreen Logistics Ltd,Startup,Netherlands,2/7/2022,12/31/9999,TRUE
3006,CUST002193,Susan Smith,Consumer,Brazil,7/28/2022,6/3/2023,FALSE
3007,CUST002193,Susan Smith,Consumer,Mexico,6/4/2023,12/31/9999,TRUE
3008,CUST002194,Sterling Financial Co,Enterprise,Mexico,2/26/2022,12/19/2023,FALSE
3009,CUST002194,Sterling Financial Co,Enterprise,Mexico,12/20/2023,12/31/9999,TRUE
3010,CUST002195,Redwood Pharma LLC,Government,Argentina,9/19/2019,12/31/9999,TRUE
3011,CUST002196,Summit Manufacturing Co,SMB,China,1/20/2020,12/31/9999,TRUE
3012,CUST002197,Summit Motors Co,Education,Chile,9/24/2020,12/31/9999,TRUE
3013,CUST002198,Pioneer Foods Holdings,Enterprise,Netherlands,7/22/2022,12/31/9999,TRUE
3014,CUST002199,Northern Software LLC,SMB,China,8/1/2021,12/31/9999,TRUE
3015,CUST002200,Atlas Retail Ltd,Enterprise,United States,5/4/2020,5/5/2022,FALSE
3016,CUST002200,Atlas Retail Ltd,Enterprise,United States,5/6/2022,12/31/9999,TRUE
3017,CUST002201,Halcyon Motors Corp,Mid-Market,France,1/22/2022,12/31/9999,TRUE
3018,CUST002202,Onyx Media PLC,Mid-Market,France,4/17/2018,10/28/2019,FALSE
3019,CUST002202,Onyx Media PLC,Mid-Market,France,10/29/2019,12/31/9999,TRUE
3020,CUST002203,Carlos Rodriguez,Consumer,United States,9/1/2022,12/31/9999,TRUE
3021,CUST002204,Horizon Foods Corp,Mid-Market,Japan,5/23/2021,12/31/9999,TRUE
3022,CUST002205,Yuki Novak,Consumer,Spain,6/24/2019,2/19/2021,FALSE
3023,CUST002205,Yuki Novak,Enterprise,Spain,2/20/2021,12/31/9999,TRUE
3024,CUST002206,Evergreen Consulting Group,Startup,United States,1/25/2022,12/31/9999,TRUE
3025,CUST002207,Cobalt Robotics Inc,Education,Chile,9/16/2022,4/26/2023,FALSE
3026,CUST002207,Cobalt Robotics Inc,Enterprise,Chile,4/27/2023,12/31/9999,TRUE
3027,CUST002208,Pioneer Software LLC,Government,India,2/7/2018,7/2/2020,FALSE
3028,CUST002208,Pioneer Software LLC,Government,China,7/3/2020,12/31/9999,TRUE
3029,CUST002209,Patricia Brown,Consumer,Japan,6/18/2022,12/31/9999,TRUE
3030,CUST002210,Quantum Analytics PLC,Enterprise,Italy,2/20/2018,12/31/9999,TRUE
3031,CUST002211,Horizon Logistics Group,Government,Brazil,3/1/2019,7/13/2020,FALSE
3032,CUST002211,Horizon Logistics Group,Consumer,Brazil,7/14/2020,12/31/9999,TRUE
3033,CUST002212,Jessica Rodriguez,Consumer,Australia,8/24/2020,2/3/2023,FALSE
3034,CUST002212,Jessica Rodriguez,Consumer,Germany,2/4/2023,12/31/9999,TRUE
3035,CUST002213,Prime Systems Holdings,Government,Mexico,10/19/2018,12/31/9999,TRUE
3036,CUST002214,Northern Health Group,SMB,Singapore,7/14/2021,5/24/2022,FALSE
3037,CUST002214,Northern Health Group,SMB,Japan,5/25/2022,12/31/9999,TRUE
3038,CUST002215,Onyx Media Inc,Government,Australia,3/24/2018,12/31/9999,TRUE
3039,CUST002216,Robert Costa,Consumer,India,8/27/2020,12/31/9999,TRUE
3040,CUST002217,Evergreen Retail Ltd,Startup,China,6/27/2018,12/31/9999,TRUE
3041,CUST002218,Horizon Solutions Inc,Enterprise,China,1/12/2021,12/31/9999,TRUE
3042,CUST002219,Vertex Textiles LLC,Enterprise,Singapore,10/18/2018,12/31/9999,TRUE
3043,CUST002220,Pioneer Retail Ltd,Startup,Canada,1/26/2019,12/31/9999,TRUE
3044,CUST002221,Northern Retail Corp,Government,Australia,5/11/2022,12/31/9999,TRUE
3045,CUST002222,Prime Energy Co,Mid-Market,Brazil,4/28/2020,12/31/9999,TRUE
3046,CUST002223,Onyx Analytics PLC,Enterprise,Canada,7/2/2022,12/31/9999,TRUE
3047,CUST002224,Evergreen Pharma Holdings,Mid-Market,India,5/21/2020,12/31/9999,TRUE
3048,CUST002225,Vertex Logistics Co,Startup,India,5/23/2022,9/6/2023,FALSE
3049,CUST002225,Vertex Logistics Co,Startup,Mexico,9/7/2023,12/31/9999,TRUE
3050,CUST002226,Redwood Retail LLC,Enterprise,China,9/7/2020,12/31/9999,TRUE
3051,CUST002227,Atlas Foods PLC,SMB,China,10/26/2019,12/31/9999,TRUE
3052,CUST002228,Meridian Industries LLC,Government,Argentina,6/23/2018,12/31/9999,TRUE
3053,CUST002229,Richard Smith,Consumer,Italy,2/26/2021,10/28/2022,FALSE
3054,CUST002229,Richard Smith,Consumer,Singapore,10/29/2022,5/27/2023,FALSE
3055,CUST002229,Richard Smith,SMB,Singapore,5/28/2023,12/31/9999,TRUE
3056,CUST002230,Vertex Financial PLC,Government,United States,2/12/2020,12/31/9999,TRUE
3057,CUST002231,Meridian Retail LLC,Startup,Australia,2/15/2018,4/5/2019,FALSE
3058,CUST002231,Meridian Retail LLC,Startup,Australia,4/6/2019,1/2/2020,FALSE
3059,CUST002231,Meridian Retail LLC,Education,Singapore,1/3/2020,12/31/9999,TRUE
3060,CUST002232,Meridian Textiles Holdings,Enterprise,Canada,5/10/2019,12/31/9999,TRUE
3061,CUST002233,Prime Solutions Co,Enterprise,India,1/23/2020,12/31/9999,TRUE
3062,CUST002234,David Costa,Consumer,Australia,12/15/2020,12/31/9999,TRUE
3063,CUST002235,Apex Foods Holdings,Startup,United Kingdom,11/17/2018,12/31/9999,TRUE
3064,CUST002236,Onyx Motors PLC,Government,Singapore,12/13/2020,1/25/2023,FALSE
3065,CUST002236,Onyx Motors PLC,SMB,United Kingdom,1/26/2023,2/10/2025,FALSE
3066,CUST002236,Onyx Motors PLC,SMB,United Kingdom,2/11/2025,12/31/9999,TRUE
3067,CUST002237,David Okafor,Consumer,Brazil,6/22/2018,12/31/9999,TRUE
3068,CUST002238,Mary Wang,Consumer,France,8/26/2021,5/22/2022,FALSE
3069,CUST002238,Mary Wang,Mid-Market,France,5/23/2022,9/5/2024,FALSE
3070,CUST002238,Mary Wang,Mid-Market,Australia,9/6/2024,12/31/9999,TRUE
3071,CUST002239,Jessica Davis,Consumer,Spain,12/23/2019,12/31/9999,TRUE
3072,CUST002240,Sterling Networks Corp,Startup,Spain,5/9/2021,12/31/9999,TRUE
3073,CUST002241,Nova Motors Corp,Enterprise,Japan,7/26/2019,12/31/9999,TRUE
3074,CUST002242,Richard Novak,Consumer,France,8/8/2021,12/31/9999,TRUE
3075,CUST002243,Nova Solutions Co,Startup,Germany,11/6/2019,12/31/9999,TRUE
3076,CUST002244,Onyx Dynamics Group,Enterprise,United States,4/8/2022,12/31/9999,TRUE
3077,CUST002245,Nova Textiles Group,Education,India,8/22/2020,12/31/9999,TRUE
3078,CUST002246,Halcyon Health Corp,Enterprise,United States,6/27/2021,11/16/2022,FALSE
3079,CUST002246,Halcyon Health Corp,Enterprise,Netherlands,11/17/2022,12/31/9999,TRUE
3080,CUST002247,Quantum Industries PLC,Government,Canada,6/14/2021,7/15/2023,FALSE
3081,CUST002247,Quantum Industries PLC,Government,Canada,7/16/2023,12/31/9999,TRUE
3082,CUST002248,Redwood Solutions LLC,Mid-Market,United States,5/8/2021,12/31/9999,TRUE
3083,CUST002249,Vertex Analytics PLC,Mid-Market,Germany,8/15/2021,6/3/2023,FALSE
3084,CUST002249,Vertex Analytics PLC,Enterprise,Germany,6/4/2023,12/31/9999,TRUE
3085,CUST002250,Cascade Logistics PLC,Government,China,1/26/2021,10/20/2022,FALSE
3086,CUST002250,Cascade Logistics PLC,Startup,Italy,10/21/2022,5/9/2024,FALSE
3087,CUST002250,Cascade Logistics PLC,Startup,Japan,5/10/2024,12/31/9999,TRUE
3088,CUST002251,Halcyon Textiles Group,Mid-Market,Germany,12/27/2018,12/31/9999,TRUE
3089,CUST002252,Sterling Consulting Inc,Enterprise,Germany,1/22/2020,5/13/2022,FALSE
3090,CUST002252,Sterling Consulting Inc,Enterprise,Germany,5/14/2022,12/31/9999,TRUE
